id,artist_name,caption,url,description
17,"Daumier, Honoré","""You know, that sponge you said I lost? well, you put it into Ms. Grimblot's vol-au-vent.""
""Dammit! A  sponge worth three francs in a  forty-sous vol-au-vent!""",https://www.oldbookillustrations.com/illustrations/lost-sponge/,"A high-strung kitchen boy breaks a bit of annoying news to a more lackadaisical chef.
This illustration was published in Le Charivari on March 23, 1842. It is the forty-ninth lithograph in a series of fifty titled Types parisiens. Second state of three.
The caption reads in the original French:
— Vous savez bien l’éponge  que vous disiez que je l’avais  perdue ; eh bien vous l’aviez mise dans le vol-au-vent de madame Grimblot  !
— Cré nom ! une éponge de trois francs ; dans un vol-au-vent de quarante sous !
"
18,"Vere Boyle, Eleanor (E.V.B.)",The witch in the cherry garden drawing in Gerda's boat with her crutch.(Facing p. 77.),https://www.oldbookillustrations.com/illustrations/witch-cherry-garden/,"A woman in a black and red dress and a fancy pointed hat stands on a stairway that goes down into a river. As she leans forward and holds on to a tree, she uses her crutch to pull a boat towards the bank, in which a girl sits quietly. Illustration to “The Snow Queen.”"
19,"Daumier, Honoré","Now look here, lady! I like bald soups.",https://www.oldbookillustrations.com/illustrations/bald-soup/,"A man sitting in front of his dinner at a restaurant table delicately pulls a long hair out of his mouth with a disgusted grimace. The caption and its fictitious attribution to Victor Hugo are a humorous reference to a scene from Notre-Dame de Paris, in which Jehan Frollo, in similar circumstances, shouts to the innkeeper: “D’ye hear, devil’s cook, I like bald omelets.”
This illustration was published in Le Charivari on October 15, 1840. It is the second lithograph in a series of eight titled Silhouettes. Second state of three.
The caption reads in the original French: ‘Holà, hé ! madame l’hôtesse, j’aime les potages chauves.’ (Victor Hugo, Notre-Dame de Paris.)"
20,"Vere Boyle, Eleanor (E.V.B.)",The Queen disenchants the wild swans and faints upon the funeral pyre.(Facing p. 11.),https://www.oldbookillustrations.com/illustrations/faints-funeral-pyre/,A squire holds the horse of a young king leaning over the body of a woman laid on a funeral pyre while the lament of a group of distraught young men surrounds the couple.
21,"Vere Boyle, Eleanor (E.V.B.)","The old woman, with Cuckoo Shortlegs and the cat, who wouldn’t associate with the ugly duckling.(Facing p. 17.)",https://www.oldbookillustrations.com/illustrations/old-woman-cat/,"An old woman is spinning by the fireplace with a spindle and a distaff, in the company of a rooster and a cat who looks sternly at a “duckling” sitting in the foreground, in the shadow of a wooden chest. Illustration to “The Ugly Duckling.”"
22,"Daumier, Honoré",Parisians waiting for the famous comet.,https://www.oldbookillustrations.com/illustrations/waiting-for-comet/,"Four people are out on a bank at night, their heads tilted back to peer into the starry sky in the hope of catching a glimpse of the comet of 1857—which never showed up. Announced by the astronomer Jacques Babinet, it was supposed to black out the sun and hit the earth on June 13, 1857.
This illustration was published in Le Charivari on February 25, 1857. It is part of the miscellaneous series titled Actualités. Second state of two.
The caption reads in the original French: Les parisiens dans l’attente de la fameuse comète."
23,"Daumier, Honoré","What's going on? the train doesn't seem to be coming... It's usually only forty-five minutes late, and we've been waiting here for an hour and a half! punctuality isn't the politeness of passenger cars...",https://www.oldbookillustrations.com/illustrations/extended-station/,"A mixed crowd of glum travelers is standing on a railway platform, enduring a protracted wait under the pouring rain.
This illustration was published in Le Charivari on November 13, 1843. It is the thirteenth lithograph in a series of sixteen titled Les chemins de fer.
The caption reads in the original French:
Une Station Infiniment Trop Prolongée
C’est  étonnant ! le  convoi n’arrive  pas ! … ordinairement il n’est en retard que de trois quarts d’heure, et aujourd’hui voila une heure et demie que nous attendons !.. l’exactitude n’est pas la politesse des wagons !…

C’est  étonnant ! le  convoi n’arrive  pas ! … ordinairement il n’est en retard que de trois quarts d’heure, et aujourd’hui voila une heure et demie que nous attendons !.. l’exactitude n’est pas la politesse des wagons !…"
24,"Daumier, Honoré",Insurrection against husbands is proclaimed the most sacred of duties!,https://www.oldbookillustrations.com/illustrations/sacred-duty/,"Three women forming a half-circle take a solemn oath over the top hat one of them is holding.
This illustration was published in Le Charivari on April 20, 1849. It is the first lithograph in a series of 10 titled Les femmes socialistes (another four might have been intended as part of the same series[1]). Second state of two.
The caption reads in the original French: L’insurrection contre les maris est proclamé le plus saint des devoirs !"
25,"Roetter, Paulus",Cereus berlandieri.(Plate 58.),https://www.oldbookillustrations.com/illustrations/echinocereus-berlandieri/,"Botanical steel engraving showing Echinocereus berlandieri, a plant in the family Cactaceae, native to Mexico and the United States."
26,"Blake, William","He ey'd the serpent and the serpent him.
(Hell; Canto XXV, line 82.)(Plate 5.)",https://www.oldbookillustrations.com/illustrations/serpent-attacking-donati/,"Copper-plate engraving showing another scene from the seventh bolgia, in the eighth circle of Hell: smoke and flames form like a roof over the four male figures, two of which stand naked on each side of a bellicose snake. On the left stands Dante, his body almost hiding the figure of Virgil. Donati has just been bitten at the navel by the serpent, and as Dante describes:
One from the wound, the other from the mouth
Breathed a thick smoke, whose vapoury columns join’d.
In addition, Donati’s hair seems to be standing on end as he bends to the left with a somewhat stunned expression. The other thief’s posture, stylized and tormented, suggests he’d rather be in some quieter place."
27,"Roetter, Paulus","1-3 Mammillaria meiacantha — 4-14 M. heyderi var. applanata
15-17 Var. hemisphaerica — 18-20 M. gummifera.(Plate 9.)",https://www.oldbookillustrations.com/illustrations/mammillaria-meiacantha/,"Botanical steel engraving showing subspecies of Mammillaria heyderi, namely  M. heyderi subsp. gummifera, M. heyderi subsp. hemisphaerica, and M. heyderi subsp. meiacantha. M. heyderi subsp. hemisphaerica and M. heyderi var. applanata are currently considered to be synonyms. Mammillaria heyderi is a plant in the family Cactaceae, native to Mexico and the United States."
28,"Roetter, Paulus",Opuntia grahami.(Plate 72.),https://www.oldbookillustrations.com/illustrations/grusonia-grahamii/,"Botanical steel engraving showing Grusonia grahamii, a plant in the family Cactaceae, native to Mexico and the United States."
29,"Blake, William","But, passing 'midst the heads, my foot did strike
With violent blow against the face of one.
""Wherefore dost bruise me?"" weeping he excaim'd.
(Hell; Canto XXXII, line 77.)(Plate 7.)",https://www.oldbookillustrations.com/illustrations/dante-bocca-degli-abati/,"Copper-plate engraving showing a scene from the ninth circle of Hell: Dante and Virgil stand side by side on a frozen lake where human figures partly emerge, caught in ice. Dante stumbles against Bocca degli Abati, a traitor to the Guelfs, as more frozen bodies can be seen on the right embedded in rocks."
30,"Roetter, Paulus",Mammillaria pectinata E.(Plate 11.),https://www.oldbookillustrations.com/illustrations/coryphantha-echinus/,"Botanical steel engraving showing Coryphantha echinus, a plant in the family Cactaceae, native to Mexico and the United States."
31,"Roetter, Paulus","1-8 Mamillaria grahami
9-12 Mamillaria barbata(Plate 6.)",https://www.oldbookillustrations.com/illustrations/mammillaria-grahamii/,"Botanical steel engraving showing various parts of Mammillaria grahamii and M. barbata, two plants in the family Cactaceae, found in Mexico and the United States. "
32,"Blake, William","Then, darting forth a prong, seized on his arm,
And mangled bore away the sinewy part.
(Hell; Canto XXII, line 70.)(Plate 2.)",https://www.oldbookillustrations.com/illustrations/ciampolo-tormented-devils/,"Copper-plate engraving showing a scene from the eighth circle of Hell: the character traditionally known as Ciampolo the Barrator stands in the fifth ditch, naked against a background of waves and flames and tormented by a group of four devils, one of which tears at his arm with a sharp hook. The Merriam-Webster dictionary defines barratry as the purchase or sale of office or preferment in church or state, which Ciampolo committed while in the service of King Theobald II of Navarre.
The caption was taken from Rev. Henry Francis Cary’s translation of Dante’s Inferno. New York, London, and Paris: Cassel, Petter, Galpin & Co., n.d."
33,"Blake, William","... Then two I mark'd, that sat
Propp'd against each other...
(Hell; Canto XXIX, line 71.)(Plate 6.)",https://www.oldbookillustrations.com/illustrations/falsifiers/,"Copper-plate engraving showing a scene from the tenth ditch in the eighth circle of Hell: Dante and Virgil stand side by side on a ledge cut into a stone arch at the right of the picture. Opposite them, the leg of another arch rises, in which petrified human figures seem to be embedded. Sinners guilty of forgery suffer their punishment in the foreground, some lying in a clutter upon which two men are sitting, vigorously scratching their backs. Further to the left, another group sprawls and crawls at the foot of the arch while in the background, more rock formations can be seen. "
34,"Blake, William","And, for the barterer had 'scaped, so turn'd
His talons on his comrade...
(Hell; Canto XXII, line 135.)(Plate 3.)",https://www.oldbookillustrations.com/illustrations/baffled-devils-fighting/,"Copper-plate engraving showing another scene from the fifth bolgia, in the eighth circle of Hell: after Ciampolo‘s escape from the grip of the devils, two of them have fallen to quarreling and are about to crash into each other above the pit of boiling pitch. The other devils watch the fight from the shore, cheering, as Dante and Virgil, while still looking on, have begun to retreat.
Although third in the narrative order, this illustration is chronologically the last of the engravings undertaken by Blake for this series, and it is also the most obviously unfinished: the figures in the background are little more than outlined, and even parts of the two central devils feel like they were due richer detail.
The caption was taken from Rev. Henry Francis Cary’s translation of Dante’s Inferno. New York, London, and Paris: Cassel, Petter, Galpin & Co., n.d."
35,"Roetter, Paulus",Cereus ctenoides.(Plate 42.),https://www.oldbookillustrations.com/illustrations/echinocereus-dasyacanthus/,"Botanical steel engraving showing Echinocereus dasyacanthus, a plant in the family Cactaceae, native to Mexico and the United States."
36,"Blake, William","... Lo! a serpent with six feet
Springs forth on one, and fastens full upon him.
(Hell; Canto XXV, line 45.)(Plate 4.)",https://www.oldbookillustrations.com/illustrations/six-footed-serpent/,"Copper-plate engraving showing a scene from the seventh ditch in the eighth circle of Hell: Agnolo Brunelleschi stands in the foreground facing forward, naked as two other male figures on the right, while Dante and Virgil stand a step higher, on a rocky ledge at the left of the picture. Bruneslleschi’s head is tilted to the left under the bite of the monstrous serpent attacking him from behind, whose clawed feet cling tightly to his chest and limbs. Multiple snakes crawl ominously in the background while the hands of Brunelleschi’s companions seem to flutter in horror.
The caption was taken from Rev. Henry Francis Cary’s translation of Dante’s Inferno. New York, London, and Paris: Cassel, Petter, Galpin & Co., n.d."
37,"Rocault, Jules","View of of the  underground work in the Wieliczka Salt Mine, Galicia.(P. 545.)",https://www.oldbookillustrations.com/illustrations/wieliczka-salt-mine/,"Cross-section view of three levels of the Wieliczka Salt Mine showing a chapel, stables and horses, multiple chambers and passageways with men extracting salt or moving it around in barrels. This illustration was designed after an original artwork by Michał Stachowicz.[1]
The caption reads in the original French: Vue des travaux souterrains dans les mines de sel de Wieliska [sic], en Gallicie."
38,"Caldecott, Randolph","""Stop thief! stop thief! a highwayman!""
Not one of them was mute;
And all and each that passed that way
Did join in the pursuit.(P. 76-77.)",https://www.oldbookillustrations.com/illustrations/stop-thief-caldecott/,"A group of men on horseback are seen rushing past a crossroad on their boisterous chase after a man riding a bolting horse, whom they mistake for a highwayman."
39,"Caldecott, Randolph","Ah! luckless speech, and bootless boast!
For which he paid full dear;
For while he spake, a braying ass
Did sing most loud and clear.(P. 71.)",https://www.oldbookillustrations.com/illustrations/braying-ass-caldecott/,A man on horseback who was talking to a pedestrian friend on a country road has his horse startled by a braying ass.
40,"Guiguet, L.",Potter's wheel for the shaping of large ware.(p. 252.),https://www.oldbookillustrations.com/illustrations/large-potter-wheel/,"A potter sitting on a three-legged stool is shaping a tall pot, using a large (1.40 m diameter[1] according to  the author) spoked wooden wheel whose lower part is lodged below the floor level of the workshop and which is operated by two boys equipped with long sticks.
The caption reads in the original French: Tournette du potier, ou roue à modeler les pièces de grande dimension."
41,"Caldecott, Randolph","The dogs did bark, the children screamed,
Up flew the windows all;
And every soul cried out, ""Well done!""
As loud as he could bawl.(P.  61-62.)",https://www.oldbookillustrations.com/illustrations/away-went-gilpin/,"Having lost his wig, John Gilpin is carried past the turnpike gate by his bolting horse, followed by dogs and spreading panic among a gaggle of geese."
42,"Blake, William","I, through compassion fainting, seem’d not far
From death, and like a corse fell to the ground.
(Hell; Canto V, line 137.)(Plate 1.)",https://www.oldbookillustrations.com/illustrations/paolo-francesca/,"Copper-plate engraving showing a scene from the second circle of Hell: Paolo and Francesca, both murdered at the behest of Francesca’s husband, cling to each other’s arms as they are about to be engulfed in a whirlwind of lovers’ souls. So moved was Dante by their story that he fainted at Virgil’s feet.
In 1826, shortly before his death, Blake started working on illustrations to Dante’s Divine Comedy. He had enough time to engrave seven plates, but maybe not to complete them all and some might be lacking the finishing touch. The collection presented here was bound in book form and is given as one of the thirty-eight sets published in 1838. Another run of 50 sets was printed on behalf of Linnell’s family around 1892, and a few more copies were printed again in 1955 and 1968.
The caption was taken from Rev. Henry Francis Cary’s translation of Dante’s Inferno. New York, London, and Paris: Cassel, Petter, Galpin & Co., n.d."
43,"Broux, P.",Manufacturing of glass cylinders which will be used to make window panes. View taken at a factory in Aniche (France).(P. 37.),https://www.oldbookillustrations.com/illustrations/window-glass-cylinders/,"Interior view of a cylinder glass factory showing workers busy blowing, shaping, and storing glass cylinders around a furnace.
The caption reads in the original French: fabrication des manchons de verre destinés à former des carreaux de vitres. Vue prise dans une fabrique d’Aniche (Nord)."
44,"Férat, Jules",Parisian female worker blowing an imitation pearl.(P. 137.),https://www.oldbookillustrations.com/illustrations/blowing-imitation-pearl/,"A woman is seen from the side sitting at a work table and blowing a glass imitation pearl by the flame of a gas burner, assisted by a cat diligently napping on a nearby stool.
The author informs us that a skilled worker could make up to 300 pearls in a day. She would have been paid 2.50 francs a hundred, that is, as of the early 2020s, very approximately the equivalent of $3.90, or €3.50.
The caption reads in the original French: Ouvrière parisienne soufflant une fausse perle."
45,"Caldecott, Randolph","The morning came, the chaise was brought,
But yet was not allowed
To drive up to the door, lest all
Should say that she was proud.(P. 54.)",https://www.oldbookillustrations.com/illustrations/chaise-stayed/,A man sees his family into a carriage as neighbors look on from doorways and balconies.
46,"Férat, Jules",The making of tallow soap at a factory in the Paris area (boiling the soap and pouring it into molds).(P. 441.),https://www.oldbookillustrations.com/illustrations/tallow-soap-manufacturing/,"Interior view of a tallow soap factory showing workers attending to the last stage of the kettle process, when the mix of fat and alkali is heated one last time and the neat soap at the surface is poured into large molds, where it will be allowed to cool and harden.
The caption reads in the original French: fabrication du savon de suif dans une usine des environs de Paris. (Opérations de la coction du savon et du coulage dans les mises.)"
47,"Férat, Jules",Workshop of a painter on glass.(P. 121.),https://www.oldbookillustrations.com/illustrations/painters-glass/,"Interior view of a workshop where two painters are working on tall glass panels as designers and assistants go about their business at a seemingly leisurely pace.
The caption reads in the original French: Atelier d’un peintre sur verre."
48,"Caldecott, Randolph","Stop, stop, John Gilpin!—Here's the house!""
They all at once did cry;
""The dinner waits and we are tired;""
Says Gilpin—""So am I!""(P. 67.)",https://www.oldbookillustrations.com/illustrations/stop-john-gilpin/,"John Gilpin’s family waves and shouts at him from the balcony of an inn as he rides on in the street below, unable to stop his horse."
49,"Ryley, Charles Reuben","Sketch for the entry on the ""Lion tailed monkey,"" i.e. the lion-tailed macaque.",https://www.oldbookillustrations.com/illustrations/lion-tailed-macaque-sketch/,"Watercolor sketch made to be later engraved and included as an illustration to the entry on the “Lion tailed monkey,” currently known as lion-tailed macaque (Macaca silenus).
The plate was engraved by William Skelton (1763–1848)."
50,"Ryley, Charles Reuben",Sketch for the entry on the Virginia opossum.,https://www.oldbookillustrations.com/illustrations/virginian-opossum-sketch/,"Watercolor sketch made to be later engraved and included as an illustration to the entry on the Virginia opossum (Didelphis virginiana).
The plate was engraved by William Skelton (1763–1848)."
51,Unknown,"Lacerta chamaeleon. The chameleon.(Facing p. 194, IV.)",https://www.oldbookillustrations.com/illustrations/chameleon-ryley/,"Copper-plate engraving showing a common chameleon (Chamaeleo chamaeleon), a reptile in the family Chamaeleonidae found in Africa, the Middle East, and southern Europe.
This plate was engraved after a watercolor sketch."
52,Unknown,Sketch for the entry on the common chameleon.,https://www.oldbookillustrations.com/illustrations/chameleon-sketch/,Watercolor sketch made to be later engraved and included as an illustration to the entry on the common chameleon (Chamaeleo chamaeleon).
53,"Ryley, Charles Reuben","Lemur catta. The ring tailed lemur.(Facing p. 43, VI.)",https://www.oldbookillustrations.com/illustrations/ring-tailed-lemur/,"Hand-colored copper-plate engraving showing two ring-tailed lemurs (Lemur catta), a species of primate in the family Lemuridae, native to Madagascar and characterized by a long and fluffy black and white tail.
This plate was engraved after a watercolor sketch."
54,"Ryley, Charles Reuben",Sketch for the entry on the ring-tailed lemur.,https://www.oldbookillustrations.com/illustrations/ring-tailed-lemur-sketch/,Watercolor sketch made to be later engraved and included as an illustration to the entry on the ring-tailed lemur (Lemur catta). The completion in pen and ink of the tail of the second lemur is a later addition which isn’t found in the engraving. It may or may not be by C. R. Ryley’s hand.
55,"Caldecott, Randolph","John Gilpin's spouse said to her dear,
""Though wedded we have been
These twice ten tedious years, yet we
No holiday have seen.""(P. 50.)",https://www.oldbookillustrations.com/illustrations/gilpins-spouse-said/,"A man sitting in an armchair smokes his pipe and looks lovingly at his wife, who stands beside him with one arm around his neck, as a child eats at a table in the background. "
56,"Ryley, Charles Reuben","Didelphis marsupialis. The Virginian opossum.(Facing p. 22, I.)",https://www.oldbookillustrations.com/illustrations/virginian-opossum/,"Copper-plate engraving showing a Virginia opossum (Didelphis virginiana), a marsupial in the family Didelphidae, which can be found in Central and North America.
This plate was engraved after a watercolor sketch."
57,"Ryley, Charles Reuben","Simia ferox. The Lion tailed monkey.(Facing p. 69, II.)",https://www.oldbookillustrations.com/illustrations/lion-tailed-macaque/,"Copper-plate engraving showing a lion-tailed macaque (Macaca silenus), a monkey in the family Cercopithecidae, native to India and remarkable for the mane of white hair surrounding its face.
This plate was engraved after a watercolor sketch."
58,"Ryley, Charles Reuben","Sketch for the entry on the ""variegated baboon,"" i.e. the mandrill.",https://www.oldbookillustrations.com/illustrations/mandrillus-sphinx-sketch/,"Watercolor sketch made to be later engraved and included as an illustration to the entry on the “variegated baboon,” currently known as mandrill (Mandrillus sphinx).
The plate was engraved by William Skelton (1763–1848)."
59,"Caldecott, Randolph","Cover illustration to ""The Diverting History of John Gilpin.""(P. 47.)",https://www.oldbookillustrations.com/illustrations/gilpin-cover/,"Cover illustration to The Diverting History of John Gilpin, by William Cowper, showing Gilpin clinging to his kicking horse, followed by a dog while a frightened woman takes refuge behind a fancy road post bearing the mention “One of R. Caldecott’s picture books.”"
60,"Ryley, Charles Reuben","Simia mormon. The variegated baboon.(Facing p. 36, I.)",https://www.oldbookillustrations.com/illustrations/mandrillus-sphinx/,"Copper-plate engraving showing a mandrill (Mandrillus sphinx), a monkey in the family Cercopithecidae native to Africa and notable for its colorful appearance.
This plate was engraved after a watercolor sketch."
61,Beggarstaffs (William Nicholson & James Pryde),Poster for Harper's Magazine.(Plate 16.),https://www.oldbookillustrations.com/illustrations/harpers-magazine/,"The stylized figure of a yeoman warder holding the pole of his partisan is seen from behind, standing left of a block of black lettering on white background, which takes up about a third of the picture and reads as follows:
Harper’s is the largest and most popular magazine yet owing to its enormous sale and in spite of the great expense of production, the price is still one shilling.
The caption reads in the original French: Affiche anglaise pour la revue Harper’s Magazine."
62,"Chéret, Jules",Poster for Compagnie du Théâtrophone.(Plate 33.),https://www.oldbookillustrations.com/illustrations/theatrophone/,"A smiling woman in evening dress looks sideways at the viewer while holding the receivers of a “théâtrophone” to her ears, unheeding of the people standing in line behind her. The théâtrophone was an early distribution service which made it possible to use coin-operated telephonic devices set up in cafés, hotels, etc. to listen to opera or theater performances at a rate of 50 centimes per five minutes.
The caption reads in the original French: Affiche pour la Compagnie du Théâtrophone."
63,"Macbeth-Raeburn, Henry",The hunting feast.(Facing p. 94.),https://www.oldbookillustrations.com/illustrations/hunting-feast/,"A man stands beside a table with a jug in one hand and a pole weapon (referred to as a partisan by the author, but looking more like a war scythe in the artist’s rendition) in the other, looking defiant. He is surrounded by armed men carrying bows and spears, and hints of vegetation in the foreground as well as trees in the background make it clear this is an outdoor scene."
64,"Steinlen, Théophile-Alexandre",Poster for Scènes impressionistes by Mothu and Doria.(Plate 46.),https://www.oldbookillustrations.com/illustrations/scenes-impressionnistes/,"Night street scene showing a man in a top hat, Inverness cape, and yellow gloves giving a light from his cigar to another man wearing a cap, a coarse-looking jacket, and a red scarf. Mothu and Doria were a singing and acting duo.
The caption reads in the original French: Affiche pour les Scènes impressionistes, Mothu et Doria."
65,"Greiffenhagen, Maurice",Poster for the weekly magazine Pall Mall Budget.(Plate 24.),https://www.oldbookillustrations.com/illustrations/pall-mall-budget/,"Advertising poster showing the stylized figure of woman with a red dress and parasol looking to the side while holding a magazine open on her lap.
The caption reads in the original French: Affiche anglaise pour la revue hebdomadaire Illustrated Pall Mall Budget."
66,"Macbeth-Raeburn, Henry",The lady watches the combat.(Facing p. 244.),https://www.oldbookillustrations.com/illustrations/lady-watches/,"Two men in medieval combat gear are having a sword fight as a third figure watches from some distance, leaning on a spear under a tree."
